AppLayout	component	src/components/AppLayout.jsx	18	yes
moduleCache	const	src/components/AppTabsContent.jsx	22	no
useLazyModule	hook	src/components/AppTabsContent.jsx	24	no
LazyTab	component	src/components/AppTabsContent.jsx	48	no
importDashboard	const	src/components/AppTabsContent.jsx	55	no
importCalendar	const	src/components/AppTabsContent.jsx	56	no
importStats	const	src/components/AppTabsContent.jsx	57	no
importChat	const	src/components/AppTabsContent.jsx	58	no
importTrainers	const	src/components/AppTabsContent.jsx	59	no
importSettings	const	src/components/AppTabsContent.jsx	60	no
importAthletesOverview	const	src/components/AppTabsContent.jsx	61	no
importCoachWorkspace	const	src/components/AppTabsContent.jsx	62	no
importTemplatesScreen	const	src/components/AppTabsContent.jsx	63	no
importAdmin	const	src/components/AppTabsContent.jsx	64	no
importApplyCoach	const	src/components/AppTabsContent.jsx	65	no
importCoachPage	const	src/components/AppTabsContent.jsx	66	no
preloadSecondary	function	src/components/AppTabsContent.jsx	73	no
TAB_KEYS	const	src/components/AppTabsContent.jsx	87	no
AppTabsContent	component	src/components/AppTabsContent.jsx	98	yes
APK_FILE_NAME	const	src/components/AppUpdateModal.jsx	5	no
formatMb	function	src/components/AppUpdateModal.jsx	7	no
AppUpdateModal	component	src/components/AppUpdateModal.jsx	12	yes
CalcFieldV3	component	src/components/Calendar/AddTrainingModal.jsx	20	no
NumFieldV3	component	src/components/Calendar/AddTrainingModal.jsx	38	no
TYPES_BY_CATEGORY	const	src/components/Calendar/AddTrainingModal.jsx	53	no
ALL_TYPE_CHIPS	const	src/components/Calendar/AddTrainingModal.jsx	68	no
TYPE_TO_CATEGORY	const	src/components/Calendar/AddTrainingModal.jsx	81	no
AddTrainingModal	component	src/components/Calendar/AddTrainingModal.jsx	87	yes
Calendar	component	src/components/Calendar/Calendar.jsx	10	yes
getCurrentWeekNumber	function	src/components/Calendar/Calendar.jsx	56	no
Day	component	src/components/Calendar/Day.jsx	11	yes
stripHtml	function	src/components/Calendar/DayModal.jsx	23	no
formatDurationDisplay	function	src/components/Calendar/DayModal.jsx	25	no
