ai_runtime_smoke	script	planrun-backend/scripts/ai_runtime_smoke.php	1	yes
backfill_avatar_variants	script	planrun-backend/scripts/backfill_avatar_variants.php	1	yes
backfill_detected_type	script	planrun-backend/scripts/backfill_detected_type.php	1	yes
backfill_workout_analyses	script	planrun-backend/scripts/backfill_workout_analyses.php	1	yes
fetchWorkouts	function	planrun-backend/scripts/backfill_workout_analyses.php	109	yes
fetchPlannedForDate	function	planrun-backend/scripts/backfill_workout_analyses.php	129	yes
fetchFeedback	function	planrun-backend/scripts/backfill_workout_analyses.php	145	yes
check_chat_debug	script	planrun-backend/scripts/check_chat_debug.php	1	yes
check_login	script	planrun-backend/scripts/check_login.php	1	yes
check_password_reset	script	planrun-backend/scripts/check_password_reset.php	1	yes
check_push	script	planrun-backend/scripts/check_push.php	1	yes
check_strava	script	planrun-backend/scripts/check_strava.php	1	yes
cleanup_expired_refresh_tokens	script	planrun-backend/scripts/cleanup_expired_refresh_tokens.php	1	yes
daily_briefing	script	planrun-backend/scripts/daily_briefing.php	1	yes
dry_run_coaching_prompt	script	planrun-backend/scripts/dry_run_coaching_prompt.php	1	yes
dryParseArgs	function	planrun-backend/scripts/dry_run_coaching_prompt.php	29	yes
dryResolveUser	function	planrun-backend/scripts/dry_run_coaching_prompt.php	47	yes
dry_run_recalculate_prompt	script	planrun-backend/scripts/dry_run_recalculate_prompt.php	1	yes
callAIAPI_overridden	function	planrun-backend/scripts/dry_run_recalculate_prompt.php	26	yes
dry_run_weekly_adaptation	script	planrun-backend/scripts/dry_run_weekly_adaptation.php	1	yes
eval_plan_generation	script	planrun-backend/scripts/eval_plan_generation.php	1	yes
evalUsage	function	planrun-backend/scripts/eval_plan_generation.php	25	yes
evalParseUserIds	function	planrun-backend/scripts/eval_plan_generation.php	35	yes
evalFetchUser	function	planrun-backend/scripts/eval_plan_generation.php	42	yes
evalLoadFixtureCases	function	planrun-backend/scripts/eval_plan_generation.php	55	yes
evalHydrateSyntheticUser	function	planrun-backend/scripts/eval_plan_generation.php	89	yes
evalSummarizeIssues	function	planrun-backend/scripts/eval_plan_generation.php	98	yes
evalBuildFirstPassArtifact	function	planrun-backend/scripts/eval_plan_generation.php	113	yes
evalBuildFullArtifact	function	planrun-backend/scripts/eval_plan_generation.php	152	yes
evalBuildSyntheticFirstPassArtifact	function	planrun-backend/scripts/eval_plan_generation.php	173	yes
evalBuildSyntheticFullArtifact	function	planrun-backend/scripts/eval_plan_generation.php	209	yes
generate_web_push_vapid_keys	script	planrun-backend/scripts/generate_web_push_vapid_keys.php	1	yes
get_jwt_for_push_test	script	planrun-backend/scripts/get_jwt_for_push_test.php	1	yes
goal_progress_snapshot	script	planrun-backend/scripts/goal_progress_snapshot.php	1	yes
inspect_ai_runtime	script	planrun-backend/scripts/inspect_ai_runtime.php	1	yes
parseArgs	function	planrun-backend/scripts/inspect_ai_runtime.php	97	yes
fetchAll	function	planrun-backend/scripts/inspect_ai_runtime.php	114	yes
percentile	function	planrun-backend/scripts/inspect_ai_runtime.php	128	yes
formatEvent	function	planrun-backend/scripts/inspect_ai_runtime.php	137	yes
compactPayload	function	planrun-backend/scripts/inspect_ai_runtime.php	156	yes
inspect_plan_generation_failures	script	planrun-backend/scripts/inspect_plan_generation_failures.php	1	yes
categorizeFailure	function	planrun-backend/scripts/inspect_plan_generation_failures.php	76	yes
live_generate_one_user	script	planrun-backend/scripts/live_generate_one_user.php	1	yes
liveGenParseArgs	function	planrun-backend/scripts/live_generate_one_user.php	28	yes
liveGenResolveUser	function	planrun-backend/scripts/live_generate_one_user.php	45	yes
live_next_plan_batch	script	planrun-backend/scripts/live_next_plan_batch.php	1	yes
liveNextParseArgs	function	planrun-backend/scripts/live_next_plan_batch.php	22	yes
liveNextBool	function	planrun-backend/scripts/live_next_plan_batch.php	46	yes
liveNextSetEnv	function	planrun-backend/scripts/live_next_plan_batch.php	51	yes
liveNextFetchUsers	function	planrun-backend/scripts/live_next_plan_batch.php	58	yes
liveNextFetchPlanWeeks	function	planrun-backend/scripts/live_next_plan_batch.php	80	yes
liveNextCaseCode	function	planrun-backend/scripts/live_next_plan_batch.php	100	yes
liveNextMondayAfter	function	planrun-backend/scripts/live_next_plan_batch.php	107	yes
liveNextBuildPayload	function	planrun-backend/scripts/live_next_plan_batch.php	112	yes
liveNextSummarizeWeeks	function	planrun-backend/scripts/live_next_plan_batch.php	131	yes
liveNextIssue	function	planrun-backend/scripts/live_next_plan_batch.php	155	yes
liveNextEvaluate	function	planrun-backend/scripts/live_next_plan_batch.php	165	yes
liveNextBuildMarkdown	function	planrun-backend/scripts/live_next_plan_batch.php	219	yes
live_plan_generation_batch	script	planrun-backend/scripts/live_plan_generation_batch.php	1	yes
liveBatchParseArgs	function	planrun-backend/scripts/live_plan_generation_batch.php	29	yes
liveBatchBool	function	planrun-backend/scripts/live_plan_generation_batch.php	59	yes
liveBatchNextMonday	function	planrun-backend/scripts/live_plan_generation_batch.php	64	yes
liveBatchDateAddWeeks	function	planrun-backend/scripts/live_plan_generation_batch.php	72	yes
liveBatchJsonDays	function	planrun-backend/scripts/live_plan_generation_batch.php	80	yes
liveBatchUsername	function	planrun-backend/scripts/live_plan_generation_batch.php	85	yes
liveBatchBaseProfile	function	planrun-backend/scripts/live_plan_generation_batch.php	91	yes
liveBatchBuildProfiles	function	planrun-backend/scripts/live_plan_generation_batch.php	142	yes
liveBatchFetchUserByUsername	function	planrun-backend/scripts/live_plan_generation_batch.php	223	yes
liveBatchRegisterOrReuse	function	planrun-backend/scripts/live_plan_generation_batch.php	236	yes
liveBatchRunGeneration	function	planrun-backend/scripts/live_plan_generation_batch.php	256	yes
liveBatchFetchSavedPlan	function	planrun-backend/scripts/live_plan_generation_batch.php	303	yes
liveBatchIssue	function	planrun-backend/scripts/live_plan_generation_batch.php	381	yes
liveBatchDecodeDays	function	planrun-backend/scripts/live_plan_generation_batch.php	391	yes
liveBatchDayCodeToNumber	function	planrun-backend/scripts/live_plan_generation_batch.php	403	yes
liveBatchDistanceKm	function	planrun-backend/scripts/live_plan_generation_batch.php	409	yes
liveBatchExpectedWeeks	function	planrun-backend/scripts/live_plan_generation_batch.php	421	yes
liveBatchEvaluatePlan	function	planrun-backend/scripts/live_plan_generation_batch.php	450	yes
liveBatchHasExplicitQualityPace	function	planrun-backend/scripts/live_plan_generation_batch.php	758	yes
liveBatchInferRecoveryWeeks	function	planrun-backend/scripts/live_plan_generation_batch.php	774	yes
liveBatchLongShareLimits	function	planrun-backend/scripts/live_plan_generation_batch.php	801	yes
liveBatchIsLongShareMaterial	function	planrun-backend/scripts/live_plan_generation_batch.php	822	yes
liveBatchIsGrowthMaterial	function	planrun-backend/scripts/live_plan_generation_batch.php	839	yes
liveBatchBuildMarkdown	function	planrun-backend/scripts/live_plan_generation_batch.php	857	yes
