createEmptyPlan	function	planrun-backend/planrun_ai/create_empty_plan.php	17	yes
parseOfpSbuDescription	function	planrun-backend/planrun_ai/description_parser.php	9	yes
DeepSeekPlanPlanner	class	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	18	yes
DeepSeekPlanPlanner::__construct	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	37	yes
DeepSeekPlanPlanner::setObservabilityContext	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	72	yes
DeepSeekPlanPlanner::generate	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	80	yes
DeepSeekPlanPlanner::generateFullPlan	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	132	no
DeepSeekPlanPlanner::resolveModelSelection	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	167	yes
DeepSeekPlanPlanner::regenerateWeeks	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	216	yes
DeepSeekPlanPlanner::applyRegeneratedWeeks	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	261	yes
DeepSeekPlanPlanner::buildTargetedRetryPrompt	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	308	no
DeepSeekPlanPlanner::computeComplexityScore	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	369	yes
DeepSeekPlanPlanner::buildSystemPrompt	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	405	no
DeepSeekPlanPlanner::buildFullPlanPrompt	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	424	no
DeepSeekPlanPlanner::requestJson	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	471	no
DeepSeekPlanPlanner::loadUser	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	532	no
DeepSeekPlanPlanner::buildPlanningUser	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	551	no
DeepSeekPlanPlanner::resolveStartDate	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	559	no
DeepSeekPlanPlanner::resolveWeeksCount	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	572	no
DeepSeekPlanPlanner::buildPlannerContext	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	601	no
DeepSeekPlanPlanner::buildCalendarWeeks	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	698	no
DeepSeekPlanPlanner::resolveRaceProximity	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	793	no
DeepSeekPlanPlanner::suggestDayDefault	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	858	no
DeepSeekPlanPlanner::buildHardRules	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	881	no
DeepSeekPlanPlanner::buildRecentLongEffortGuard	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	927	no
DeepSeekPlanPlanner::resolveRecentLongEffortThreshold	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	977	no
DeepSeekPlanPlanner::resolveRaceDistanceKm	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	998	no
DeepSeekPlanPlanner::weekdayNumbers	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1009	no
DeepSeekPlanPlanner::stripMacrocyclePrecompute	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1065	no
DeepSeekPlanPlanner::loadRecentWorkouts	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1080	no
DeepSeekPlanPlanner::isRunningRelevantActivity	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1163	no
DeepSeekPlanPlanner::deriveMacroPlanFromWeeks	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1177	no
DeepSeekPlanPlanner::alignWeekTargetsToCalendar	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1226	no
DeepSeekPlanPlanner::sumWeekDistance	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1248	no
DeepSeekPlanPlanner::normalizeWeekCollection	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1260	no
DeepSeekPlanPlanner::envInt	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1284	no
DeepSeekPlanPlanner::envBool	method	planrun-backend/planrun_ai/llm_planner/DeepSeekPlanPlanner.php	1294	no
enrichPlanWithOfp	function	planrun-backend/planrun_ai/ofp_enricher.php	14	yes
ofpEnricherSummariseWeekLoad	function	planrun-backend/planrun_ai/ofp_enricher.php	232	yes
ofpEnricherUserBlock	function	planrun-backend/planrun_ai/ofp_enricher.php	262	yes
runPlanSelfCritique	function	planrun-backend/planrun_ai/plan_critique_generator.php	32	yes
repairAndParseCritiqueJson	function	planrun-backend/planrun_ai/plan_critique_generator.php	167	yes
revisePlanWithCritique	function	planrun-backend/planrun_ai/plan_critique_generator.php	201	yes
validateRevisedPlan	function	planrun-backend/planrun_ai/plan_critique_generator.php	351	yes
buildAthleteBlockForCritique	function	planrun-backend/planrun_ai/plan_critique_generator.php	441	yes
buildHistoryBlockForCritique	function	planrun-backend/planrun_ai/plan_critique_generator.php	472	yes
isPlanRunAIConfigured	function	planrun-backend/planrun_ai/plan_generator.php	19	yes
generatePlanViaPlanRunAI	function	planrun-backend/planrun_ai/plan_generator.php	31	yes
applyCritiquePassToPlanData	function	planrun-backend/planrun_ai/plan_generator.php	117	yes
generateSplitPlan	function	planrun-backend/planrun_ai/plan_generator.php	169	yes
parseAndRepairPlanJSON	function	planrun-backend/planrun_ai/plan_generator.php	250	yes
validatePlanStructure	function	planrun-backend/planrun_ai/plan_generator.php	310	yes
recalculatePlanViaPlanRunAI	function	planrun-backend/planrun_ai/plan_generator.php	350	yes
generateNextPlanViaPlanRunAI	function	planrun-backend/planrun_ai/plan_generator.php	707	yes
detectCurrentPhase	function	planrun-backend/planrun_ai/plan_generator.php	969	yes
decodeGeneratedPlanResponse	function	planrun-backend/planrun_ai/plan_generator.php	1044	yes
buildPlanValidationContext	function	planrun-backend/planrun_ai/plan_generator.php	1063	yes
buildTrainingStateForValidation	function	planrun-backend/planrun_ai/plan_generator.php	1072	yes
normalizePlanGenerationUserFields	function	planrun-backend/planrun_ai/plan_generator.php	1093	yes
hydratePlanGenerationUserState	function	planrun-backend/planrun_ai/plan_generator.php	1105	yes
attachPlanSkeleton	function	planrun-backend/planrun_ai/plan_generator.php	1112	yes
normalizeGeneratedPlanForValidation	function	planrun-backend/planrun_ai/plan_generator.php	1119	yes
buildCorrectiveRegenerationPrompt	function	planrun-backend/planrun_ai/plan_generator.php	1133	yes
maybeApplyCorrectiveRegenerationToPlan	function	planrun-backend/planrun_ai/plan_generator.php	1155	yes
isRunningRelevantWorkoutEntry	function	planrun-backend/planrun_ai/plan_generator.php	1222	yes
resolveRecalculationCutoffDateValue	function	planrun-backend/planrun_ai/plan_generator.php	1245	yes
PLAN_TYPE_LABELS	const	planrun-backend/planrun_ai/plan_normalizer.php	12	yes
PLAN_REST_TYPE_MAP	const	planrun-backend/planrun_ai/plan_normalizer.php	23	yes
parsePaceToSeconds	function	planrun-backend/planrun_ai/plan_normalizer.php	32	yes
formatPaceFromSec	function	planrun-backend/planrun_ai/plan_normalizer.php	43	yes
formatDurationHMS	function	planrun-backend/planrun_ai/plan_normalizer.php	50	yes
calculateDurationMinutes	function	planrun-backend/planrun_ai/plan_normalizer.php	60	yes
calculateIntervalTotalKm	function	planrun-backend/planrun_ai/plan_normalizer.php	70	yes
calculateFartlekTotalKm	function	planrun-backend/planrun_ai/plan_normalizer.php	82	yes
normalizeFartlekSegments	function	planrun-backend/planrun_ai/plan_normalizer.php	95	yes
hasUsableFartlekSegments	function	planrun-backend/planrun_ai/plan_normalizer.php	129	yes
ensureFartlekWorkoutStructure	function	planrun-backend/planrun_ai/plan_normalizer.php	133	yes
buildDescriptionFromFields	function	planrun-backend/planrun_ai/plan_normalizer.php	162	yes
formatPlanDistanceKm	function	planrun-backend/planrun_ai/plan_normalizer.php	288	yes
noteLooksLikeNumericRunPrescription	function	planrun-backend/planrun_ai/plan_normalizer.php	293	yes
sanitizeRunNotesForDescription	function	planrun-backend/planrun_ai/plan_normalizer.php	302	yes
refreshRunNotesAfterDistanceChange	function	planrun-backend/planrun_ai/plan_normalizer.php	316	yes
PLAN_TYPE_MAP	const	planrun-backend/planrun_ai/plan_normalizer.php	367	yes
PLAN_ALLOWED_TYPES	const	planrun-backend/planrun_ai/plan_normalizer.php	390	yes
PLAN_KEY_WORKOUT_TYPES	const	planrun-backend/planrun_ai/plan_normalizer.php	392	yes
PLAN_RUN_TYPES	const	planrun-backend/planrun_ai/plan_normalizer.php	394	yes
PLAN_DAY_KEYS	const	planrun-backend/planrun_ai/plan_normalizer.php	396	yes
PLAN_DAY_KEY_TO_INDEX	const	planrun-backend/planrun_ai/plan_normalizer.php	406	yes
PLAN_REST_RUN_KEYWORDS	const	planrun-backend/planrun_ai/plan_normalizer.php	416	yes
normalizeTrainingType	function	planrun-backend/planrun_ai/plan_normalizer.php	424	yes
normalizePreferredDayKeys	function	planrun-backend/planrun_ai/plan_normalizer.php	438	yes
normalizeSkeletonDayType	function	planrun-backend/planrun_ai/plan_normalizer.php	487	yes
isRunTypeForSchedule	function	planrun-backend/planrun_ai/plan_normalizer.php	491	yes
resolveIsKeyWorkout	function	planrun-backend/planrun_ai/plan_normalizer.php	499	yes
resolveRunDistanceSafetyNet	function	planrun-backend/planrun_ai/plan_normalizer.php	511	yes
normalizeTrainingDay	function	planrun-backend/planrun_ai/plan_normalizer.php	527	yes
