AdminService	class	planrun-backend/services/AdminService.php	9	yes
AdminService::listUsers	method	planrun-backend/services/AdminService.php	14	yes
AdminService::getUser	method	planrun-backend/services/AdminService.php	58	yes
AdminService::updateUser	method	planrun-backend/services/AdminService.php	76	yes
AiObservabilityService	class	planrun-backend/services/AiObservabilityService.php	5	yes
AiObservabilityService::ensureSchema	method	planrun-backend/services/AiObservabilityService.php	8	yes
AiObservabilityService::createTraceId	method	planrun-backend/services/AiObservabilityService.php	36	yes
AiObservabilityService::logEvent	method	planrun-backend/services/AiObservabilityService.php	41	yes
AiPlanGenerationEventLogger	class	planrun-backend/services/AiPlanGenerationEventLogger.php	20	yes
AiPlanGenerationEventLogger::recordSuccess	method	planrun-backend/services/AiPlanGenerationEventLogger.php	33	yes
AiPlanGenerationEventLogger::recordFailure	method	planrun-backend/services/AiPlanGenerationEventLogger.php	65	yes
AiPlanGenerationEventLogger::getRecentEvents	method	planrun-backend/services/AiPlanGenerationEventLogger.php	96	yes
AiPlanGenerationEventLogger::getMetricsSummary	method	planrun-backend/services/AiPlanGenerationEventLogger.php	176	yes
AiPlanGenerationEventLogger::deriveCohort	method	planrun-backend/services/AiPlanGenerationEventLogger.php	256	yes
AiPlanGenerationEventLogger::isEnabled	method	planrun-backend/services/AiPlanGenerationEventLogger.php	284	no
AiPlanGenerationEventLogger::isDeepSeekOffPeakNow	method	planrun-backend/services/AiPlanGenerationEventLogger.php	293	no
AiPlanGenerationEventLogger::buildRow	method	planrun-backend/services/AiPlanGenerationEventLogger.php	301	no
AiPlanGenerationEventLogger::insert	method	planrun-backend/services/AiPlanGenerationEventLogger.php	363	no
AiPlanGenerationEventLogger::fetchOne	method	planrun-backend/services/AiPlanGenerationEventLogger.php	435	no
AiPlanGenerationEventLogger::fetchAll	method	planrun-backend/services/AiPlanGenerationEventLogger.php	452	no
AiPlanGenerationEventLogger::enrichAggregateRow	method	planrun-backend/services/AiPlanGenerationEventLogger.php	473	no
AiPlanGenerationEventLogger::decodeJsonArray	method	planrun-backend/services/AiPlanGenerationEventLogger.php	510	no
AthleteSignalsService	class	planrun-backend/services/AthleteSignalsService.php	6	yes
AthleteSignalsService::__construct	method	planrun-backend/services/AthleteSignalsService.php	9	yes
AthleteSignalsService::getRecentSignalsSummary	method	planrun-backend/services/AthleteSignalsService.php	14	yes
AthleteSignalsService::getSignalsBetween	method	planrun-backend/services/AthleteSignalsService.php	23	yes
AthleteSignalsService::getAthleteNotesBetween	method	planrun-backend/services/AthleteSignalsService.php	35	no
AthleteSignalsService::buildNoteMetrics	method	planrun-backend/services/AthleteSignalsService.php	89	no
AthleteSignalsService::analyzeNote	method	planrun-backend/services/AthleteSignalsService.php	185	no
AthleteSignalsService::mergeSignalSummaries	method	planrun-backend/services/AthleteSignalsService.php	251	no
AthleteSignalsService::buildFeedbackHighlights	method	planrun-backend/services/AthleteSignalsService.php	306	no
AthleteSignalsService::buildFeedbackBiases	method	planrun-backend/services/AthleteSignalsService.php	320	no
AthleteSignalsService::buildPromptSummary	method	planrun-backend/services/AthleteSignalsService.php	331	no
AthleteSignalsService::buildEmptySignalsSummary	method	planrun-backend/services/AthleteSignalsService.php	370	no
AthleteSignalsService::trimExcerpt	method	planrun-backend/services/AthleteSignalsService.php	403	no
AthleteSignalsService::resolveRiskLevelFromScore	method	planrun-backend/services/AthleteSignalsService.php	411	no
AthleteSignalsService::isValidDate	method	planrun-backend/services/AthleteSignalsService.php	421	no
AuthService	class	planrun-backend/services/AuthService.php	10	yes
AuthService::__construct	method	planrun-backend/services/AuthService.php	14	yes
AuthService::login	method	planrun-backend/services/AuthService.php	29	yes
AuthService::issueTokens	method	planrun-backend/services/AuthService.php	70	yes
AuthService::logout	method	planrun-backend/services/AuthService.php	84	yes
AuthService::refreshToken	method	planrun-backend/services/AuthService.php	104	yes
AuthService::requestPasswordReset	method	planrun-backend/services/AuthService.php	128	yes
AuthService::sendPasswordResetViaMail	method	planrun-backend/services/AuthService.php	229	no
AuthService::confirmPasswordReset	method	planrun-backend/services/AuthService.php	266	yes
AuthService::assertPasswordResetTableAvailable	method	planrun-backend/services/AuthService.php	313	no
AuthService::validateJwtToken	method	planrun-backend/services/AuthService.php	326	yes
AuthService::userExists	method	planrun-backend/services/AuthService.php	366	no
AvatarService	class	planrun-backend/services/AvatarService.php	12	yes
AvatarService::LOCAL_PATH_PREFIX	const	planrun-backend/services/AvatarService.php	13	no
AvatarService::LOCAL_FILE_PATTERN	const	planrun-backend/services/AvatarService.php	14	no
AvatarService::ALLOWED_MIMES	const	planrun-backend/services/AvatarService.php	15	no
AvatarService::VARIANT_SIZES	const	planrun-backend/services/AvatarService.php	21	no
